Player,Club,POS,GP,GS,MINS,SHTS,SV,GA,GAA,PKG/A,W,L,T,ShO,W%,Sv%,Year,Season
Jon Busch,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2007,post
Danny Cepero,,GK,4,4,360,22,17,4,1.0,0/0,2,1,1,2,50.0,77.3,2008,post
William Hesmer,,GK,4,4,360,10,7,3,0.75,0/0,3,0,1,1,75.0,70.0,2008,post
Nick Rimando,,GK,3,3,270,13,9,3,1.0,1/1,1,1,1,1,33.3,69.2,2008,post
Jon Busch,,GK,3,3,270,12,10,2,0.67,0/0,1,1,1,2,33.3,83.3,2008,post
Zach Thornton,,GK,2,2,180,15,11,3,1.5,0/0,0,1,1,0,0.0,73.3,2008,post
Kevin Hartman,,GK,2,2,180,7,4,3,1.5,0/0,0,1,1,0,0.0,57.1,2008,post
Matt Reis,,GK,2,2,180,13,8,3,1.5,0/0,0,1,1,1,0.0,61.5,2008,post
Pat Onstad,,GK,2,2,180,8,3,4,2.0,1/1,0,1,1,0,0.0,37.5,2008,post
Tony Caig,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Andy Gruenebaum,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Eric Kronberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Boris Pardo,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Brad Knighton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Jon Conway,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Doug Warren,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Nick Noble,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Chris Seitz,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Kenny Schoeni,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Caleb Patterson-Sewell,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Lance Parker,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Corbin Waller,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Dan Kennedy,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Terry Boss,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Tyler Kettering,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2008,post
Donovan Ricketts,,GK,4,4,366,14,11,3,0.75,0/0,2,0,1,2,50.0,78.6,2009,post
Nick Rimando,,GK,4,4,420,21,18,3,0.75,0/0,2,0,2,2,50.0,85.7,2009,post
Jon Busch,,GK,3,3,300,18,16,2,0.67,0/0,1,1,1,2,33.3,88.9,2009,post
Pat Onstad,,GK,3,3,330,13,9,2,0.67,1/1,1,1,1,2,33.3,69.2,2009,post
Zach Thornton,,GK,2,2,180,11,8,3,1.5,1/1,0,1,1,0,0.0,72.7,2009,post
Matt Reis,,GK,2,2,180,15,11,3,1.5,0/0,1,1,0,0,50.0,73.3,2009,post
William Hesmer,,GK,2,2,180,7,3,4,2.0,1/1,0,2,0,0,0.0,42.9,2009,post
Kasey Keller,,GK,2,2,210,9,8,1,0.5,0/0,0,1,1,1,0.0,88.9,2009,post
Josh Saunders,,GK,1,0,54,1,1,0,0.0,0/0,0,0,1,0,0.0,100.0,2009,post
Terry Boss,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post
Chris Eylander,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post
Andrew Dykstra,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post
Bobby Shuttleworth,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post
Tyler Deric,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post
Jon Conway,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post
Andy Gruenebaum,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post
Brad Knighton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post
Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post
Chris Seitz,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post
Kenny Schoeni,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post
Lance Parker,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post
Dan Kennedy,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post
Tally Hall,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2009,post
Kevin Hartman,,GK,4,4,390,20,16,4,1.0,0/0,2,1,1,1,50.0,80.0,2010,post
Matt Pickens,,GK,4,4,420,17,12,3,0.75,0/0,3,1,0,2,75.0,70.6,2010,post
Donovan Ricketts,,GK,3,3,270,17,13,4,1.33,0/0,2,1,0,1,66.7,76.5,2010,post
Jon Busch,,GK,3,3,270,20,14,3,1.0,0/0,1,2,0,0,33.3,70.0,2010,post
Kasey Keller,,GK,2,2,180,9,6,3,1.5,0/0,0,2,0,0,0.0,66.7,2010,post
Nick Rimando,,GK,2,2,180,7,4,3,1.5,0/0,0,1,1,0,0.0,57.1,2010,post
Bouna Coundoul,,GK,2,2,180,10,7,3,1.5,0/0,1,1,0,1,50.0,70.0,2010,post
Andy Gruenebaum,,GK,2,2,210,9,7,2,1.0,0/0,1,1,0,0,50.0,77.8,2010,post
Dario Sala,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post
Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post
Ian Joyce,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post
Josh Lambo,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post
Josh Saunders,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post
Terry Boss,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post
Steward Ceus,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post
Brian Perk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post
Tim Melia,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post
Chase Harrison,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post
Joe Cannon,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post
Greg Sutton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post
William Hesmer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2010,post
Tally Hall,,GK,4,4,360,22,20,2,0.5,0/0,3,1,0,2,75.0,90.9,2011,post
Josh Saunders,,GK,4,4,360,13,11,2,0.5,0/0,4,0,0,2,100.0,84.6,2011,post
Matt Pickens,,GK,3,3,270,15,11,4,1.33,1/1,1,2,0,1,33.3,73.3,2011,post
Jimmy Nielsen,,GK,3,3,270,9,7,2,0.67,0/0,2,1,0,2,66.7,77.8,2011,post
Nick Rimando,,GK,3,3,270,13,7,5,1.67,2/2,1,2,0,1,33.3,53.8,2011,post
Frank Rost,,GK,3,3,270,15,12,3,1.0,1/1,1,2,0,1,33.3,80.0,2011,post
Kasey Keller,,GK,2,2,180,12,9,3,1.5,0/0,1,1,0,1,50.0,75.0,2011,post
Faryd Mondragón,,GK,2,2,180,11,7,3,1.5,0/0,0,2,0,0,0.0,63.6,2011,post
Kevin Hartman,,GK,1,1,90,6,4,2,2.0,0/0,0,1,0,0,0.0,66.7,2011,post
William Hesmer,,GK,1,1,90,7,6,1,1.0,0/0,0,1,0,0,0.0,85.7,2011,post
Andy Gruenebaum,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Eric Kronberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Chris Konopka,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Bouna Coundoul,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Chris Seitz,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Ian Joyce,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Josh Lambo,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Donovan Ricketts,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Greg Sutton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Terry Boss,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Steward Ceus,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Brian Perk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Tyler Deric,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Tim Melia,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Alex Horwath,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Jon Kempin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Alex Riggs,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Evan Newton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Zac MacMath,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Thorne Holder,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Richard Sanchez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Josh Ford,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Chase Harrison,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Bryan Meredith,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post
Tally Hall,,GK,6,6,540,26,17,7,1.17,2/2,3,2,1,1,50.0,65.4,2012,post
Josh Saunders,,GK,6,6,540,24,18,6,1.0,0/0,4,2,0,1,66.7,75.0,2012,post
Michael Gspurning,,GK,4,4,360,22,17,4,1.0,1/1,2,1,1,2,50.0,77.3,2012,post
Bill Hamid,,GK,3,3,249,11,10,2,0.67,0/0,0,0,2,0,0.0,90.9,2012,post
Joe Willis,,GK,2,1,108,8,5,3,3.0,0/1,1,1,0,0,50.0,62.5,2012,post
Jimmy Nielsen,,GK,2,2,180,3,1,2,1.0,0/0,1,1,0,1,50.0,33.3,2012,post
Nick Rimando,,GK,2,2,180,10,9,1,0.5,0/0,0,1,1,1,0.0,90.0,2012,post
Jon Busch,,GK,2,2,180,7,4,3,1.5,0/0,1,1,0,1,50.0,57.1,2012,post
Luis Robles,,GK,2,2,180,8,7,2,1.0,0/1,0,1,1,0,0.0,87.5,2012,post
Brad Knighton,,GK,1,1,90,7,5,2,2.0,1/1,0,1,0,0,0.0,71.4,2012,post
Sean Johnson,,GK,1,1,90,6,4,2,2.0,0/0,0,1,0,0,0.0,66.7,2012,post
Brian Perk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Marcus Hahnemann,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Tyler Deric,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Jon Kempin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
David Bingham,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Evan Newton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Brian Sylvestre,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Josh Ford,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Bryan Meredith,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Ryan Meara,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Brian Rowe ,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Jeremy Vuolo,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Erich Marscheider,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Lalo Fernandez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Scott Angevine,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Andrew Weber,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Andrew Dykstra,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Paolo Tornaghi,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Bill Gaudette,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Jay Nolly,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Eric Kronberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Joe Cannon,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post
Tally Hall,,GK,5,5,480,21,14,5,1.0,0/0,2,1,2,2,40.0,66.7,2013,post
Jimmy Nielsen,,GK,5,5,510,12,7,5,1.0,0/0,2,1,2,1,40.0,58.3,2013,post
Nick Rimando,,GK,5,5,510,14,10,4,0.8,0/0,3,1,1,2,60.0,71.4,2013,post
Donovan Ricketts,,GK,4,4,360,20,12,8,2.0,0/0,2,2,0,0,50.0,60.0,2013,post
Marcus Hahnemann,,GK,2,1,93,5,3,2,2.0,0/0,0,1,0,0,0.0,60.0,2013,post
Michael Gspurning,,GK,2,2,175,8,5,3,1.5,1/1,1,1,0,0,50.0,62.5,2013,post
Jaime Penedo,,GK,2,2,210,8,6,2,1.0,0/0,1,1,0,1,50.0,75.0,2013,post
Luis Robles,,GK,2,2,210,8,4,4,2.0,0/0,0,1,1,0,0.0,50.0,2013,post
Matt Reis,,GK,2,2,210,14,9,4,2.0,0/0,1,1,0,0,50.0,64.3,2013,post
Troy Perkins,,GK,1,1,90,8,5,3,3.0,1/1,0,1,0,0,0.0,62.5,2013,post
Clint Irwin,,GK,1,1,90,4,2,2,2.0,0/0,0,1,0,0,0.0,50.0,2013,post
Santiago Castaño,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Luis Soffner,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Maxime Crepeau,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Eric Kronberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Matt Pickens,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Carlo Cudicini,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Kevin Hartman,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Josh Saunders,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Steward Ceus,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Milos Kocic,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Bobby Shuttleworth,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Brian Perk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Tyler Deric,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Jon Kempin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Jeff Attinella,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Jake Gleeson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Josh Ford,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Evan Bush,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Ryan Meara,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Brian Rowe ,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Erich Marscheider,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Lalo Fernandez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post
Luis Robles,,GK,5,5,450,18,11,7,1.4,0/0,2,2,1,1,40.0,61.1,2014,post
Bobby Shuttleworth,,GK,5,5,480,30,22,8,1.6,1/1,3,1,1,0,60.0,73.3,2014,post
Jaime Penedo,,GK,5,5,480,20,16,3,0.6,0/0,3,1,1,3,60.0,80.0,2014,post
Stefan Frei,,GK,4,4,360,14,11,3,0.75,1/1,1,1,2,1,25.0,78.6,2014,post
Chris Seitz,,GK,2,2,180,9,7,1,0.5,0/0,1,0,1,1,50.0,77.8,2014,post
Nick Rimando,,GK,2,2,180,9,4,5,2.5,0/0,0,1,1,1,0.0,44.4,2014,post
Bill Hamid,,GK,2,2,180,11,8,3,1.5,0/0,1,1,0,0,50.0,72.7,2014,post
Steve Clark,,GK,2,2,180,19,12,7,3.5,0/0,0,2,0,0,0.0,63.2,2014,post
Raul Fernandez,,GK,1,1,90,8,7,1,1.0,0/0,0,0,1,0,0.0,87.5,2014,post
Andrew Dykstra,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Marcus Hahnemann,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Brad Knighton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Lalo Fernandez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Santiago Castaño,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Brad Stuver,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Luis Soffner,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Jesse Gonzalez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Larry Jackson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Jeff Attinella,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Joe Willis,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Josh Ford,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Matt Lampson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Ryan Meara,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Brian Rowe ,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Brian Perk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post
Adam Kwarasey,,GK,5,5,480,14,8,6,1.2,0/0,3,0,2,1,60.0,57.1,2015,post
Steve Clark,,GK,5,5,480,34,26,6,1.2,0/0,2,3,0,1,40.0,76.5,2015,post
Luis Robles,,GK,4,4,360,14,12,2,0.5,0/0,3,1,0,3,75.0,85.7,2015,post
Jesse Gonzalez,,GK,4,4,390,22,14,8,2.0,0/0,1,2,1,0,25.0,63.6,2015,post
Bill Hamid,,GK,3,3,270,18,15,3,1.0,0/0,1,2,0,0,33.3,83.3,2015,post
Stefan Frei,,GK,3,3,300,19,14,5,1.67,0/0,2,1,0,0,66.7,73.7,2015,post
Evan Bush,,GK,3,3,300,14,10,4,1.33,0/1,2,1,0,1,66.7,71.4,2015,post
David Ousted,,GK,2,2,180,11,9,2,1.0,0/0,0,1,1,1,0.0,81.8,2015,post
Jon Kempin,,GK,1,0,36,1,0,1,1.0,0/0,0,0,1,0,0.0,0.0,2015,post
Tim Melia,,GK,1,1,84,4,2,1,1.0,0/0,0,0,0,0,0.0,50.0,2015,post
Bobby Shuttleworth,,GK,1,1,90,7,5,2,2.0,0/1,0,1,0,0,0.0,71.4,2015,post
Chris Konopka,,GK,1,1,90,8,4,3,3.0,0/0,0,1,0,0,0.0,50.0,2015,post
Jake Gleeson,,GK,1,1,90,3,3,0,0.0,0/0,0,0,1,1,0.0,100.0,2015,post
Donovan Ricketts,,GK,1,1,90,5,2,3,3.0,0/0,0,1,0,0,0.0,40.0,2015,post
Alex Bono,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Marco Carducci,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Trevor Spangenberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Andrew Wolverton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Travis Worra,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Charlie Lyon,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Joe Bendik,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Matt Lampson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Brian Rowe ,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Quillan Roberts,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Santiago Castaño,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Brad Stuver,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Maxime Crepeau,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Brad Knighton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Chris Seitz,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Dan Kennedy,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Andrew Weber,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Troy Perkins,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Eric Kronberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Brian Perk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Andrew Dykstra,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Paolo Tornaghi,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post
Stefan Frei,,GK,6,6,570,30,26,3,0.5,0/0,4,1,1,4,66.7,86.7,2016,post
Clint Irwin,,GK,6,6,600,20,13,6,1.0,0/0,4,1,1,3,66.7,65.0,2016,post
Evan Bush,,GK,5,5,480,25,12,10,2.0,0/1,4,1,0,1,80.0,48.0,2016,post
Brian Rowe ,,GK,3,3,300,10,7,2,0.67,1/1,2,1,0,1,66.7,70.0,2016,post
Zac MacMath,,GK,2,2,180,9,6,3,1.5,1/1,0,2,0,0,0.0,66.7,2016,post
Eirik Johansen,,GK,2,2,180,16,9,7,3.5,1/1,0,2,0,0,0.0,56.3,2016,post
Chris Seitz,,GK,2,2,180,9,4,4,2.0,0/0,1,1,0,0,50.0,44.4,2016,post
Luis Robles,,GK,2,2,180,6,2,3,1.5,0/0,0,2,0,0,0.0,33.3,2016,post
Tim Howard,,GK,2,2,210,5,4,1,0.5,0/0,1,1,0,1,50.0,80.0,2016,post
Nick Rimando,,GK,1,1,90,3,0,3,3.0,0/0,0,1,0,0,0.0,0.0,2016,post
Bill Hamid,,GK,1,1,90,7,3,4,4.0,0/0,0,1,0,0,0.0,42.9,2016,post
Tim Melia,,GK,1,1,90,1,0,1,1.0,0/0,0,1,0,0,0.0,0.0,2016,post
Andre Blake,,GK,1,1,90,6,3,3,3.0,0/0,0,1,0,0,0.0,50.0,2016,post
Charlie Horton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Ryan Herman,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
John Berner,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Tyler Miller,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Travis Worra,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Charlie Lyon,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Andre Rawls,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Quillan Roberts,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Lalo Fernandez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Matt Jones,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Maxime Crepeau,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Alec Kann,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Jesse Gonzalez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
Alex Bono,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post
